session_id,start_time,end_time,duration_minutes,total_raw_rows,active_raw_rows,max_current_A,max_voltage_V
536,2025-11-12T16:49:19+00:00,2025-11-12T17:53:28+00:00,64.15,877,559,221.0,375.0
537,2025-11-13T07:03:13+00:00,2025-11-13T07:12:01+00:00,8.8,127,60,118.0,375.0
538,2025-11-13T07:17:10+00:00,2025-11-13T08:10:23+00:00,53.22,711,480,248.0,411.0
539,2025-11-13T11:06:48+00:00,2025-11-13T11:16:47+00:00,9.98,142,67,195.0,375.0
540,2025-11-13T11:49:02+00:00,2025-11-13T11:59:39+00:00,10.62,152,46,146.0,375.0
541,2025-11-13T14:14:12+00:00,2025-11-13T14:15:44+00:00,1.53,19,0,0.0,4.0
542,2025-11-13T14:51:20+00:00,2025-11-13T14:53:26+00:00,2.1,28,0,4.0,359.0
543,2025-11-13T15:05:26+00:00,2025-11-13T15:53:15+00:00,47.82,693,472,251.0,376.0
544,2025-11-20T13:25:57+00:00,2025-11-20T13:27:25+00:00,1.47,18,3,12.0,409.0
545,2025-11-26T06:52:14+00:00,2025-11-26T06:54:14+00:00,2.0,27,6,35.0,364.0
546,2025-11-26T11:25:47+00:00,2025-11-26T11:26:50+00:00,1.05,11,0,0.0,4.0
547,2025-11-26T12:17:08+00:00,2025-11-26T12:19:21+00:00,2.22,24,9,33.0,409.0
548,2025-11-26T13:02:36+00:00,2025-11-26T13:04:40+00:00,2.07,25,2,24.0,375.0
549,2025-11-27T10:09:51+00:00,2025-11-27T11:00:38+00:00,50.78,741,511,249.0,411.0
550,2025-11-27T16:36:23+00:00,2025-11-27T17:40:38+00:00,64.25,926,587,253.0,411.0
551,2025-11-28T12:53:57+00:00,2025-11-28T13:55:25+00:00,61.47,827,329,252.0,411.0
552,2025-12-03T12:22:04+00:00,2025-12-03T12:24:03+00:00,1.98,24,5,67.0,409.0
553,2025-12-10T09:58:08+00:00,2025-12-10T09:59:52+00:00,1.73,17,2,20.0,369.0
554,2025-12-12T08:48:13+00:00,2025-12-12T08:49:31+00:00,1.3,16,2,22.0,371.0
555,2025-12-15T07:13:49+00:00,2025-12-15T07:56:24+00:00,42.58,621,526,234.0,411.0
556,2025-12-15T11:19:22+00:00,2025-12-15T11:33:07+00:00,13.75,184,72,187.0,410.0
557,2025-12-15T12:03:58+00:00,2025-12-15T12:11:51+00:00,7.88,113,35,205.0,411.0
558,2025-12-15T16:37:45+00:00,2025-12-15T17:23:51+00:00,46.1,673,522,254.0,411.0
559,2025-12-16T06:59:40+00:00,2025-12-16T07:07:15+00:00,7.58,109,59,176.0,374.0
560,2025-12-16T07:13:40+00:00,2025-12-16T07:53:52+00:00,40.2,582,449,255.0,411.0
561,2025-12-16T11:04:00+00:00,2025-12-16T11:17:50+00:00,13.83,146,78,204.0,410.0
562,2025-12-16T11:55:15+00:00,2025-12-16T12:04:41+00:00,9.43,136,54,185.0,410.0
563,2025-12-16T17:05:33+00:00,2025-12-16T18:04:00+00:00,58.45,788,538,255.0,411.0
564,2025-12-16T18:10:36+00:00,2025-12-16T18:18:29+00:00,7.88,111,43,94.0,411.0
565,2025-12-17T06:58:18+00:00,2025-12-17T07:44:24+00:00,46.1,672,553,242.0,411.0
566,2025-12-17T11:21:23+00:00,2025-12-17T11:32:01+00:00,10.63,152,72,207.0,411.0
567,2025-12-17T11:59:45+00:00,2025-12-17T12:08:44+00:00,8.98,129,51,157.0,411.0
568,2025-12-17T16:17:01+00:00,2025-12-17T17:21:01+00:00,64.0,933,621,250.0,410.0
569,2025-12-18T06:57:56+00:00,2025-12-18T07:46:42+00:00,48.77,711,553,254.0,411.0
570,2025-12-18T11:12:48+00:00,2025-12-18T11:15:13+00:00,2.42,34,7,26.0,410.0
571,2025-12-18T11:20:27+00:00,2025-12-18T11:28:06+00:00,7.65,108,63,204.0,411.0
572,2025-12-18T11:45:38+00:00,2025-12-18T11:55:20+00:00,9.7,138,44,177.0,411.0
573,2025-12-18T13:15:27+00:00,2025-12-18T14:41:38+00:00,86.18,1257,645,255.0,411.0
574,2025-12-19T11:23:49+00:00,2025-12-19T12:15:58+00:00,52.15,703,291,221.0,376.0
575,2025-12-19T12:24:16+00:00,2025-12-19T13:12:50+00:00,48.57,680,266,251.0,375.0
576,2025-12-22T06:30:52+00:00,2025-12-22T07:21:44+00:00,50.87,688,503,252.0,411.0
577,2025-12-22T10:44:33+00:00,2025-12-22T10:58:44+00:00,14.18,181,80,203.0,410.0
578,2025-12-22T11:07:27+00:00,2025-12-22T11:15:59+00:00,8.53,119,67,182.0,410.0
579,2025-12-22T16:27:45+00:00,2025-12-22T17:11:50+00:00,44.08,611,462,253.0,411.0
580,2025-12-23T07:46:58+00:00,2025-12-23T08:26:15+00:00,39.28,571,489,255.0,411.0
581,2025-12-23T15:38:30+00:00,2025-12-23T16:39:40+00:00,61.17,846,607,246.0,411.0
582,2026-01-08T10:14:00+00:00,2026-01-08T10:18:29+00:00,4.48,63,27,122.0,410.0
583,2026-01-08T10:29:09+00:00,2026-01-08T10:33:55+00:00,4.77,67,47,76.0,410.0
584,2026-01-08T11:25:38+00:00,2026-01-08T11:31:01+00:00,5.38,75,47,74.0,410.0
585,2026-01-08T12:11:07+00:00,2026-01-08T12:35:05+00:00,23.97,347,214,217.0,411.0
586,2026-01-08T13:02:37+00:00,2026-01-08T13:47:23+00:00,44.77,651,327,142.0,411.0
587,2026-01-12T07:09:41+00:00,2026-01-12T07:53:35+00:00,43.9,638,560,252.0,411.0
588,2026-01-12T10:48:28+00:00,2026-01-12T10:56:18+00:00,7.83,112,78,199.0,410.0
589,2026-01-12T11:51:29+00:00,2026-01-12T11:58:59+00:00,7.5,107,74,185.0,410.0
590,2026-01-12T15:56:54+00:00,2026-01-12T16:47:52+00:00,50.97,740,551,244.0,411.0
591,2026-01-13T07:00:51+00:00,2026-01-13T07:53:10+00:00,52.32,699,529,247.0,411.0
592,2026-01-13T11:19:33+00:00,2026-01-13T11:28:53+00:00,9.33,135,58,136.0,410.0
593,2026-01-13T12:01:55+00:00,2026-01-13T12:10:36+00:00,8.68,123,54,199.0,410.0
594,2026-01-13T15:35:47+00:00,2026-01-13T16:53:22+00:00,77.58,1083,617,240.0,411.0
595,2026-01-14T07:03:15+00:00,2026-01-14T07:13:28+00:00,10.22,148,67,148.0,410.0
596,2026-01-14T07:18:47+00:00,2026-01-14T08:03:12+00:00,44.42,644,452,254.0,411.0
597,2026-01-14T11:18:33+00:00,2026-01-14T11:28:27+00:00,9.9,142,67,172.0,411.0
598,2026-01-14T11:55:18+00:00,2026-01-14T12:03:04+00:00,7.77,111,43,211.0,411.0
599,2026-01-14T15:20:06+00:00,2026-01-14T16:31:45+00:00,71.65,1039,592,255.0,411.0
600,2026-01-15T07:08:44+00:00,2026-01-15T07:48:34+00:00,39.83,580,475,243.0,411.0
601,2026-01-15T12:31:28+00:00,2026-01-15T12:36:12+00:00,4.73,67,25,198.0,375.0
602,2026-01-15T13:04:17+00:00,2026-01-15T13:10:44+00:00,6.45,92,34,87.0,374.0
603,2026-01-15T16:17:37+00:00,2026-01-15T16:19:22+00:00,1.75,23,6,24.0,409.0
604,2026-01-15T16:26:42+00:00,2026-01-15T17:13:40+00:00,46.97,685,487,248.0,411.0
605,2026-01-16T07:21:34+00:00,2026-01-16T08:12:50+00:00,51.27,696,507,238.0,411.0
606,2026-01-16T11:05:24+00:00,2026-01-16T11:15:30+00:00,10.1,146,64,198.0,410.0
607,2026-01-16T11:26:16+00:00,2026-01-16T11:35:21+00:00,9.08,130,64,205.0,411.0
608,2026-01-16T15:36:47+00:00,2026-01-16T16:26:07+00:00,49.33,719,514,215.0,376.0
609,2026-01-19T07:02:10+00:00,2026-01-19T07:08:32+00:00,6.37,90,87,21.0,391.0
610,2026-01-19T07:15:11+00:00,2026-01-19T07:54:10+00:00,38.98,567,495,253.0,411.0
611,2026-01-19T11:03:15+00:00,2026-01-19T11:12:49+00:00,9.57,139,64,199.0,410.0
612,2026-01-19T11:40:32+00:00,2026-01-19T11:49:59+00:00,9.45,135,48,172.0,410.0
613,2026-01-19T15:39:04+00:00,2026-01-19T16:26:32+00:00,47.47,696,510,254.0,411.0
614,2026-01-20T07:10:05+00:00,2026-01-20T08:04:52+00:00,54.78,777,584,233.0,411.0
615,2026-01-20T10:59:51+00:00,2026-01-20T11:09:13+00:00,9.37,133,69,202.0,410.0
616,2026-01-20T11:34:10+00:00,2026-01-20T11:43:05+00:00,8.92,128,49,196.0,410.0
617,2026-01-20T16:23:57+00:00,2026-01-20T17:26:50+00:00,62.88,865,602,205.0,411.0
618,2026-01-21T06:55:13+00:00,2026-01-21T07:38:31+00:00,43.3,629,501,254.0,411.0
619,2026-01-21T11:05:11+00:00,2026-01-21T11:14:38+00:00,9.45,137,63,207.0,410.0
620,2026-01-21T11:37:11+00:00,2026-01-21T11:46:32+00:00,9.35,132,50,186.0,410.0
621,2026-01-21T14:47:51+00:00,2026-01-21T15:36:56+00:00,49.08,715,506,253.0,411.0
622,2026-01-22T06:54:47+00:00,2026-01-22T06:57:39+00:00,2.87,40,31,24.0,373.0
623,2026-01-22T07:19:25+00:00,2026-01-22T08:00:55+00:00,41.5,602,480,249.0,411.0
624,2026-01-22T11:09:14+00:00,2026-01-22T11:16:59+00:00,7.75,112,48,205.0,410.0
625,2026-01-22T11:48:36+00:00,2026-01-22T12:01:06+00:00,12.5,158,41,130.0,410.0
626,2026-01-22T17:00:19+00:00,2026-01-22T18:10:31+00:00,70.2,1026,609,254.0,411.0
627,2026-01-22T18:18:57+00:00,2026-01-22T18:27:24+00:00,8.45,108,31,51.0,411.0
628,2026-01-23T06:23:43+00:00,2026-01-23T07:40:51+00:00,77.13,1065,747,248.0,411.0
629,2026-01-23T11:02:20+00:00,2026-01-23T11:10:55+00:00,8.58,123,49,157.0,410.0
630,2026-01-23T11:26:48+00:00,2026-01-23T11:33:19+00:00,6.52,91,25,125.0,410.0
631,2026-01-23T11:45:19+00:00,2026-01-23T11:51:25+00:00,6.1,86,44,138.0,410.0
632,2026-01-23T14:14:24+00:00,2026-01-23T15:01:37+00:00,47.22,689,500,255.0,411.0
633,2026-01-26T07:01:55+00:00,2026-01-26T07:54:52+00:00,52.95,719,585,255.0,411.0
634,2026-01-26T11:08:59+00:00,2026-01-26T11:17:33+00:00,8.57,122,60,199.0,410.0
635,2026-01-26T11:55:17+00:00,2026-01-26T12:05:17+00:00,10.0,144,82,123.0,411.0
636,2026-01-26T15:43:24+00:00,2026-01-26T16:39:42+00:00,56.3,821,586,255.0,411.0
637,2026-01-27T07:06:31+00:00,2026-01-27T07:57:48+00:00,51.28,703,554,255.0,411.0
638,2026-01-27T11:14:36+00:00,2026-01-27T11:23:06+00:00,8.5,123,84,170.0,410.0
639,2026-01-27T11:52:31+00:00,2026-01-27T12:00:45+00:00,8.23,119,47,97.0,410.0
640,2026-01-27T15:54:38+00:00,2026-01-27T17:12:35+00:00,77.95,1085,653,253.0,411.0
641,2026-01-28T07:11:57+00:00,2026-01-28T08:05:20+00:00,53.38,779,577,251.0,411.0
642,2026-01-28T10:57:28+00:00,2026-01-28T11:10:08+00:00,12.67,172,81,206.0,411.0
643,2026-01-28T11:50:32+00:00,2026-01-28T11:59:56+00:00,9.4,136,75,234.0,411.0
644,2026-01-28T15:34:50+00:00,2026-01-28T16:43:00+00:00,68.17,977,642,255.0,411.0
645,2026-01-29T07:13:03+00:00,2026-01-29T07:58:37+00:00,45.57,664,545,249.0,411.0
646,2026-01-29T10:57:18+00:00,2026-01-29T11:10:06+00:00,12.8,136,70,198.0,410.0
647,2026-01-29T11:46:08+00:00,2026-01-29T11:55:14+00:00,9.1,131,58,252.0,410.0
648,2026-01-29T15:31:24+00:00,2026-01-29T16:30:22+00:00,58.97,818,631,253.0,411.0
649,2026-02-02T07:12:18+00:00,2026-02-02T08:09:47+00:00,57.48,779,581,255.0,411.0
650,2026-02-02T10:51:24+00:00,2026-02-02T11:00:08+00:00,8.73,123,61,192.0,410.0
651,2026-02-02T11:30:13+00:00,2026-02-02T11:39:06+00:00,8.88,128,60,187.0,410.0
652,2026-02-02T15:45:24+00:00,2026-02-02T16:33:22+00:00,47.97,700,567,242.0,411.0
653,2026-02-03T07:12:56+00:00,2026-02-03T08:02:11+00:00,49.25,694,518,251.0,411.0
654,2026-02-03T10:59:09+00:00,2026-02-03T11:13:33+00:00,14.4,147,67,127.0,410.0
655,2026-02-03T11:32:35+00:00,2026-02-03T11:41:20+00:00,8.75,123,43,129.0,410.0
656,2026-02-03T15:15:55+00:00,2026-02-03T15:17:31+00:00,1.6,21,3,21.0,371.0
657,2026-02-03T15:33:31+00:00,2026-02-03T16:26:44+00:00,53.22,775,528,255.0,410.0
658,2026-02-04T07:12:57+00:00,2026-02-04T08:07:41+00:00,54.73,799,601,248.0,411.0
659,2026-02-04T10:23:58+00:00,2026-02-04T10:29:18+00:00,5.33,74,42,109.0,374.0
660,2026-02-04T10:42:05+00:00,2026-02-04T10:46:57+00:00,4.87,68,35,173.0,410.0
661,2026-02-04T15:41:00+00:00,2026-02-04T16:20:12+00:00,39.2,572,400,255.0,411.0
662,2026-02-04T16:29:41+00:00,2026-02-04T16:59:18+00:00,29.62,416,177,190.0,411.0
663,2026-02-05T07:10:53+00:00,2026-02-05T08:03:23+00:00,52.5,710,539,242.0,411.0
664,2026-02-05T11:20:54+00:00,2026-02-05T11:29:35+00:00,8.68,125,69,200.0,410.0
665,2026-02-05T12:07:45+00:00,2026-02-05T12:16:27+00:00,8.7,123,50,197.0,410.0
666,2026-02-05T15:29:27+00:00,2026-02-05T16:26:23+00:00,56.93,796,541,221.0,411.0
667,2026-02-09T07:06:51+00:00,2026-02-09T08:35:18+00:00,88.45,1183,802,240.0,411.0
668,2026-02-09T11:09:34+00:00,2026-02-09T11:19:17+00:00,9.72,139,55,180.0,411.0
669,2026-02-09T11:47:16+00:00,2026-02-09T11:56:27+00:00,9.18,130,52,118.0,411.0
670,2026-02-09T15:53:46+00:00,2026-02-09T16:38:17+00:00,44.52,649,510,253.0,411.0
671,2026-02-12T07:07:46+00:00,2026-02-12T07:50:59+00:00,43.22,630,492,253.0,411.0
672,2026-02-12T10:57:22+00:00,2026-02-12T11:09:00+00:00,11.63,148,72,203.0,410.0
673,2026-02-12T11:49:46+00:00,2026-02-12T11:58:47+00:00,9.02,130,85,149.0,410.0
674,2026-02-12T15:53:48+00:00,2026-02-12T16:41:52+00:00,48.07,701,531,225.0,411.0
675,2026-02-16T11:19:11+00:00,2026-02-16T11:34:38+00:00,15.45,224,123,210.0,410.0
676,2026-02-16T11:55:38+00:00,2026-02-16T11:57:18+00:00,1.67,21,0,0.0,9.0
677,2026-02-16T12:08:07+00:00,2026-02-16T12:31:30+00:00,23.38,339,148,216.0,411.0
678,2026-02-16T12:37:07+00:00,2026-02-16T12:52:42+00:00,15.58,224,73,202.0,411.0
679,2026-02-17T12:33:40+00:00,2026-02-17T12:43:53+00:00,10.22,148,73,171.0,410.0
680,2026-02-17T14:14:26+00:00,2026-02-17T14:24:24+00:00,9.97,133,58,132.0,410.0
681,2026-02-17T15:00:52+00:00,2026-02-17T15:28:06+00:00,27.23,397,167,213.0,411.0
682,2026-02-17T16:11:08+00:00,2026-02-17T16:27:20+00:00,16.2,215,102,161.0,411.0
683,2026-02-17T17:21:43+00:00,2026-02-17T17:49:35+00:00,27.87,405,172,187.0,411.0
684,2026-02-18T06:37:47+00:00,2026-02-18T06:45:38+00:00,7.85,111,66,190.0,410.0
685,2026-02-19T07:05:40+00:00,2026-02-19T07:48:19+00:00,42.65,620,515,252.0,411.0
686,2026-02-19T11:06:13+00:00,2026-02-19T11:15:52+00:00,9.65,139,68,193.0,410.0
687,2026-02-19T11:43:31+00:00,2026-02-19T11:46:10+00:00,2.65,34,7,65.0,410.0
688,2026-02-19T11:53:22+00:00,2026-02-19T12:01:54+00:00,8.53,122,54,215.0,411.0
689,2026-02-19T17:28:12+00:00,2026-02-19T18:31:49+00:00,63.62,853,621,240.0,411.0
690,2026-02-20T07:12:32+00:00,2026-02-20T08:01:01+00:00,48.48,707,516,227.0,411.0
691,2026-02-20T11:17:30+00:00,2026-02-20T11:27:57+00:00,10.45,150,81,197.0,410.0
692,2026-02-20T11:54:54+00:00,2026-02-20T12:04:56+00:00,10.03,145,53,207.0,411.0
693,2026-02-20T16:43:59+00:00,2026-02-20T17:49:33+00:00,65.57,893,549,250.0,411.0
694,2026-02-23T07:02:46+00:00,2026-02-23T07:10:09+00:00,7.38,106,51,34.0,374.0
695,2026-02-23T07:37:58+00:00,2026-02-23T08:18:57+00:00,40.98,596,498,253.0,411.0
696,2026-02-23T11:35:10+00:00,2026-02-23T11:43:28+00:00,8.3,120,47,119.0,375.0
697,2026-02-23T12:02:09+00:00,2026-02-23T12:11:28+00:00,9.32,131,41,177.0,375.0
698,2026-02-23T16:18:51+00:00,2026-02-23T17:00:05+00:00,41.23,600,440,249.0,410.0
699,2026-02-25T07:26:09+00:00,2026-02-25T08:15:05+00:00,48.93,714,590,255.0,411.0
700,2026-02-25T18:45:31+00:00,2026-02-25T19:38:29+00:00,52.97,774,563,254.0,411.0
701,2026-02-25T21:39:03+00:00,2026-02-25T21:52:06+00:00,13.05,187,34,91.0,376.0
702,2026-02-26T06:50:20+00:00,2026-02-26T08:04:31+00:00,74.18,1020,637,250.0,411.0
703,2026-02-26T11:14:02+00:00,2026-02-26T11:19:56+00:00,5.9,82,40,173.0,375.0
704,2026-02-26T11:28:32+00:00,2026-02-26T11:33:32+00:00,5.0,69,28,119.0,375.0
705,2026-02-26T14:40:38+00:00,2026-02-26T15:51:04+00:00,70.43,1020,572,246.0,377.0
706,2026-02-26T20:53:22+00:00,2026-02-26T21:01:58+00:00,8.6,123,51,118.0,375.0
707,2026-02-27T06:55:08+00:00,2026-02-27T07:45:16+00:00,50.13,684,538,234.0,411.0
708,2026-02-27T11:17:30+00:00,2026-02-27T11:26:49+00:00,9.32,134,57,211.0,375.0
709,2026-02-27T11:38:27+00:00,2026-02-27T11:54:28+00:00,16.02,173,58,204.0,375.0
710,2026-02-27T14:58:27+00:00,2026-02-27T15:58:11+00:00,59.73,817,522,247.0,411.0
711,2026-03-02T07:23:12+00:00,2026-03-02T08:08:30+00:00,45.3,660,518,250.0,411.0
712,2026-03-02T11:09:00+00:00,2026-03-02T11:20:42+00:00,11.7,155,47,178.0,375.0
713,2026-03-02T11:47:45+00:00,2026-03-02T11:58:13+00:00,10.47,149,49,111.0,375.0
714,2026-03-02T16:41:45+00:00,2026-03-02T17:25:11+00:00,43.43,633,495,250.0,393.0
715,2026-03-03T07:49:20+00:00,2026-03-03T08:44:20+00:00,55.0,804,360,178.0,411.0
716,2026-03-03T11:33:53+00:00,2026-03-03T12:14:34+00:00,40.68,579,300,148.0,375.0
717,2026-03-04T05:55:04+00:00,2026-03-04T05:57:22+00:00,2.3,33,0,0.0,6.0
718,2026-03-04T13:56:55+00:00,2026-03-04T13:58:40+00:00,1.75,18,2,10.0,359.0
719,2026-03-05T15:32:29+00:00,2026-03-05T15:35:09+00:00,2.67,36,9,34.0,374.0
720,2026-03-09T07:09:50+00:00,2026-03-09T07:55:08+00:00,45.3,629,511,244.0,411.0
721,2026-03-09T11:35:06+00:00,2026-03-09T11:48:21+00:00,13.25,167,43,201.0,375.0
722,2026-03-09T12:08:16+00:00,2026-03-09T12:18:37+00:00,10.35,146,45,112.0,375.0
723,2026-03-09T15:26:22+00:00,2026-03-09T15:46:12+00:00,19.83,147,127,242.0,375.0
724,2026-03-09T15:53:38+00:00,2026-03-09T15:53:54+00:00,0.27,5,5,30.0,375.0
725,2026-03-09T16:02:56+00:00,2026-03-09T16:03:12+00:00,0.27,5,5,46.0,357.0
726,2026-03-10T07:10:21+00:00,2026-03-10T07:52:06+00:00,41.75,609,493,228.0,411.0
727,2026-03-10T10:41:44+00:00,2026-03-10T10:50:32+00:00,8.8,126,44,205.0,375.0
728,2026-03-10T10:56:17+00:00,2026-03-10T10:59:20+00:00,3.05,42,7,47.0,374.0
729,2026-03-10T11:11:48+00:00,2026-03-10T11:17:38+00:00,5.83,79,29,194.0,375.0
730,2026-03-10T15:53:51+00:00,2026-03-10T17:26:46+00:00,92.92,1301,686,203.0,376.0
731,2026-03-11T06:34:38+00:00,2026-03-11T07:45:44+00:00,71.1,1017,624,242.0,376.0
732,2026-03-11T11:24:26+00:00,2026-03-11T11:33:13+00:00,8.78,125,64,208.0,375.0
733,2026-03-11T11:49:31+00:00,2026-03-11T11:57:39+00:00,8.13,117,48,127.0,375.0
734,2026-03-11T16:11:36+00:00,2026-03-11T17:31:23+00:00,79.78,1118,610,221.0,411.0
735,2026-03-12T06:35:58+00:00,2026-03-12T07:40:58+00:00,65.0,948,643,255.0,411.0
736,2026-03-12T11:06:34+00:00,2026-03-12T11:18:54+00:00,12.33,157,58,205.0,409.0
737,2026-03-12T11:54:16+00:00,2026-03-12T12:03:05+00:00,8.82,127,81,178.0,375.0
738,2026-03-12T17:01:51+00:00,2026-03-12T18:08:40+00:00,66.82,928,544,242.0,411.0
739,2026-03-18T07:00:19+00:00,2026-03-18T07:07:23+00:00,7.07,102,76,201.0,376.0
740,2026-03-18T08:59:46+00:00,2026-03-18T09:02:23+00:00,2.62,36,4,16.0,409.0
741,2026-03-18T11:05:40+00:00,2026-03-18T11:08:39+00:00,2.98,42,28,27.0,376.0
742,2026-03-18T11:21:15+00:00,2026-03-18T11:48:23+00:00,27.13,392,198,216.0,375.0
743,2026-03-18T11:58:43+00:00,2026-03-18T12:13:56+00:00,15.22,198,102,161.0,375.0
744,2026-03-18T12:40:03+00:00,2026-03-18T12:42:39+00:00,2.6,33,7,198.0,374.0
745,2026-03-18T16:33:57+00:00,2026-03-18T16:45:41+00:00,11.73,169,52,198.0,375.0
746,2026-03-19T06:41:26+00:00,2026-03-19T07:01:58+00:00,20.53,298,167,187.0,411.0
747,2026-03-19T07:07:03+00:00,2026-03-19T07:09:36+00:00,2.55,33,8,26.0,410.0
748,2026-03-19T14:43:03+00:00,2026-03-19T14:50:36+00:00,7.55,65,0,4.0,359.0
749,2026-03-20T07:15:34+00:00,2026-03-20T07:17:48+00:00,2.23,27,4,20.0,374.0
750,2026-04-16T14:35:40+00:00,2026-04-16T14:56:50+00:00,21.17,290,111,210.0,375.0
751,2026-04-23T06:26:14+00:00,2026-04-23T06:30:31+00:00,4.28,55,14,25.0,410.0
752,2026-04-23T06:39:56+00:00,2026-04-23T06:40:58+00:00,1.03,4,0,0.0,10.0
753,2026-04-23T07:13:11+00:00,2026-04-23T07:13:11+00:00,0.0,1,0,0.0,10.0
754,2026-04-23T07:35:23+00:00,2026-04-23T07:35:23+00:00,0.0,1,0,0.0,10.0
755,2026-04-23T08:00:42+00:00,2026-04-23T08:05:31+00:00,4.82,31,10,15.0,374.0
756,2026-04-24T07:07:59+00:00,2026-04-24T07:07:59+00:00,0.0,1,0,0.0,6.0
757,2026-04-24T08:11:14+00:00,2026-04-24T08:47:06+00:00,35.87,474,202,210.0,375.0
758,2026-04-24T08:55:38+00:00,2026-04-24T08:57:55+00:00,2.28,30,0,2.0,360.0
759,2026-04-24T09:04:29+00:00,2026-04-24T09:06:10+00:00,1.68,22,0,0.0,5.0
760,2026-04-24T09:14:23+00:00,2026-04-24T09:20:16+00:00,5.88,32,0,1.0,14.0
761,2026-04-24T09:28:01+00:00,2026-04-24T09:35:01+00:00,7.0,102,19,129.0,375.0
762,2026-06-22T10:08:28+00:00,2026-06-22T10:16:40+00:00,8.2,121,37,181.0,376.0
763,2026-06-22T10:34:50+00:00,2026-06-22T10:43:11+00:00,8.35,125,52,169.0,376.0
764,2026-06-22T13:44:17+00:00,2026-06-22T14:26:15+00:00,41.97,608,442,172.0,376.0
765,2026-06-23T06:07:41+00:00,2026-06-23T07:01:09+00:00,53.47,708,501,248.0,376.0
766,2026-06-23T10:45:12+00:00,2026-06-23T10:54:06+00:00,8.9,126,50,198.0,376.0
767,2026-06-23T11:21:31+00:00,2026-06-23T11:30:15+00:00,8.73,123,55,175.0,376.0
768,2026-06-23T15:27:47+00:00,2026-06-23T16:40:32+00:00,72.75,927,550,248.0,377.0
769,2026-06-23T16:51:02+00:00,2026-06-23T16:57:39+00:00,6.62,94,35,112.0,376.0
770,2026-06-24T07:39:45+00:00,2026-06-24T07:41:12+00:00,1.45,18,1,21.0,374.0
771,2026-06-24T09:13:06+00:00,2026-06-24T09:31:23+00:00,18.28,185,64,211.0,376.0
772,2026-06-24T09:37:12+00:00,2026-06-24T09:51:06+00:00,13.9,205,65,196.0,376.0
773,2026-06-24T10:09:00+00:00,2026-06-24T10:11:04+00:00,2.07,27,2,18.0,375.0
774,2026-06-25T06:13:51+00:00,2026-06-25T06:59:39+00:00,45.8,669,442,243.0,376.0
775,2026-06-25T10:03:22+00:00,2026-06-25T10:12:55+00:00,9.55,138,63,215.0,376.0
776,2026-06-25T10:45:33+00:00,2026-06-25T10:55:28+00:00,9.92,142,56,113.0,376.0
777,2026-06-25T15:41:19+00:00,2026-06-25T16:25:21+00:00,44.03,642,483,236.0,377.0
778,2026-06-29T06:10:36+00:00,2026-06-29T06:53:35+00:00,42.98,627,482,255.0,412.0
779,2026-06-29T10:04:46+00:00,2026-06-29T10:14:12+00:00,9.43,135,36,224.0,376.0
780,2026-06-29T10:41:34+00:00,2026-06-29T10:50:22+00:00,8.8,124,39,154.0,375.0
781,2026-06-29T14:18:15+00:00,2026-06-29T15:15:01+00:00,56.77,829,531,236.0,377.0
782,2026-06-30T06:00:32+00:00,2026-06-30T06:45:18+00:00,44.77,652,485,249.0,376.0
783,2026-06-30T10:05:28+00:00,2026-06-30T10:10:06+00:00,4.63,66,16,200.0,375.0
784,2026-06-30T10:43:15+00:00,2026-06-30T10:56:12+00:00,12.95,119,39,127.0,375.0
785,2026-06-30T14:09:14+00:00,2026-06-30T15:20:31+00:00,71.28,967,575,193.0,377.0
786,2026-07-01T05:51:48+00:00,2026-07-01T05:59:25+00:00,7.62,109,53,100.0,375.0
787,2026-07-01T06:10:12+00:00,2026-07-01T06:57:54+00:00,47.7,690,384,255.0,412.0
788,2026-07-01T10:04:43+00:00,2026-07-01T10:13:37+00:00,8.9,128,54,179.0,375.0
789,2026-07-01T10:53:46+00:00,2026-07-01T11:03:37+00:00,9.85,139,63,199.0,375.0
790,2026-07-01T13:54:30+00:00,2026-07-01T14:52:06+00:00,57.6,841,526,254.0,411.0
791,2026-07-02T06:43:46+00:00,2026-07-02T06:51:56+00:00,8.17,115,46,147.0,375.0
792,2026-07-02T09:40:36+00:00,2026-07-02T09:41:48+00:00,1.2,15,2,15.0,374.0
793,2026-07-06T06:18:10+00:00,2026-07-06T07:00:04+00:00,41.9,613,512,230.0,380.0
794,2026-07-06T10:03:34+00:00,2026-07-06T10:13:09+00:00,9.58,136,49,213.0,375.0
795,2026-07-06T10:37:27+00:00,2026-07-06T10:47:32+00:00,10.08,144,50,101.0,375.0
796,2026-07-06T15:10:30+00:00,2026-07-06T16:00:13+00:00,49.72,726,528,254.0,377.0
797,2026-07-07T05:55:18+00:00,2026-07-07T06:45:53+00:00,50.58,737,496,255.0,412.0
798,2026-07-07T10:08:48+00:00,2026-07-07T10:24:10+00:00,15.37,223,49,230.0,376.0
799,2026-07-07T10:46:27+00:00,2026-07-07T10:56:54+00:00,10.45,147,52,135.0,376.0
800,2026-07-07T15:58:23+00:00,2026-07-07T16:51:06+00:00,52.72,758,490,244.0,390.0
801,2026-07-08T06:06:23+00:00,2026-07-08T06:29:10+00:00,22.78,306,119,162.0,376.0
802,2026-07-08T06:36:57+00:00,2026-07-08T07:10:18+00:00,33.35,485,389,214.0,376.0
803,2026-07-08T10:13:29+00:00,2026-07-08T10:23:46+00:00,10.28,148,48,206.0,376.0
